clase,syn
http://purl.obolibrary.org/obo/DOID_0110969,BDC
http://purl.obolibrary.org/obo/DOID_0110970,BDD
http://purl.obolibrary.org/obo/DOID_0110971,BDE1
http://purl.obolibrary.org/obo/DOID_0110972,Braquidactilia tipo Mononen
http://purl.obolibrary.org/obo/DOID_0110973,Pulgares y dedos gordos del pie cortos y abducidos
http://purl.obolibrary.org/obo/DOID_0110973,BDA1B
http://purl.obolibrary.org/obo/DOID_0110974,BDB2
http://purl.obolibrary.org/obo/DOID_0110975,BDE2
http://purl.obolibrary.org/obo/DOID_0110976,BDA1C
http://purl.obolibrary.org/obo/DOID_0110977,BDA1D
http://purl.obolibrary.org/obo/DOID_0110978,Braquidactilia con acortamiento importante de las falanges proximales
http://purl.obolibrary.org/obo/DOID_0110979,CORS1
http://purl.obolibrary.org/obo/DOID_0110980,CPD4
http://purl.obolibrary.org/obo/DOID_0110980,JBTS1
http://purl.obolibrary.org/obo/DOID_0110980,Síndrome cerebelo oculo-renal 1
http://purl.obolibrary.org/obo/DOID_0110980,Trastorno cerebeloso parenquimatoso IV
http://purl.obolibrary.org/obo/DOID_0110980,JBTS10
http://purl.obolibrary.org/obo/DOID_0110981,JBTS13
http://purl.obolibrary.org/obo/DOID_0110982,JBTS14
http://purl.obolibrary.org/obo/DOID_0110983,JBTS15
http://purl.obolibrary.org/obo/DOID_0110984,JBTS16
http://purl.obolibrary.org/obo/DOID_0110985,JBTS17
http://purl.obolibrary.org/obo/DOID_0110986,JBTS18
http://purl.obolibrary.org/obo/DOID_0110987,CORS2
http://purl.obolibrary.org/obo/DOID_0110988,JBTS2
http://purl.obolibrary.org/obo/DOID_0110988,Síndrome cerebelo oculo-renal 2
http://purl.obolibrary.org/obo/DOID_0110988,JBTS20
http://purl.obolibrary.org/obo/DOID_0110989,JBTS21
http://purl.obolibrary.org/obo/DOID_0110990,JBTS22
http://purl.obolibrary.org/obo/DOID_0110991,JBTS23
http://purl.obolibrary.org/obo/DOID_0110992,JBTS24
http://purl.obolibrary.org/obo/DOID_0110993,JBTS25
http://purl.obolibrary.org/obo/DOID_0110994,JBTS26
http://purl.obolibrary.org/obo/DOID_0110995,JBTS27
http://purl.obolibrary.org/obo/DOID_0110996,JBTS28
http://purl.obolibrary.org/obo/DOID_0110997,JBTS3
http://purl.obolibrary.org/obo/DOID_0110998,JBTS4
http://purl.obolibrary.org/obo/DOID_0110999,JBTS5
http://purl.obolibrary.org/obo/DOID_0111000,JBTS6
http://purl.obolibrary.org/obo/DOID_0111001,JBTS7
http://purl.obolibrary.org/obo/DOID_0111002,JBTS8
http://purl.obolibrary.org/obo/DOID_0111003,JBTS9
http://purl.obolibrary.org/obo/DOID_0111004,CORD2
http://purl.obolibrary.org/obo/DOID_0111005,CRD2
http://purl.obolibrary.org/obo/DOID_0111005,RCRD2
http://purl.obolibrary.org/obo/DOID_0111005,Distrofia de la retina de conos y bastones 2
http://purl.obolibrary.org/obo/DOID_0111005,Distrofia de la retina de conos y bastones 2
http://purl.obolibrary.org/obo/DOID_0111005,COD2
http://purl.obolibrary.org/obo/DOID_0111006,CORDX2
http://purl.obolibrary.org/obo/DOID_0111006,Distrofia de conos 2 ligada al cromosoma X
http://purl.obolibrary.org/obo/DOID_0111006,CORDX3
http://purl.obolibrary.org/obo/DOID_0111007,COD1
http://purl.obolibrary.org/obo/DOID_0111008,CORDX1
http://purl.obolibrary.org/obo/DOID_0111008,Distrofia de conos 1 ligada al cromosoma X
http://purl.obolibrary.org/obo/DOID_0111008,CORD1
http://purl.obolibrary.org/obo/DOID_0111009,CRD1
http://purl.obolibrary.org/obo/DOID_0111009,CORD5
http://purl.obolibrary.org/obo/DOID_0111010,CORD6
http://purl.obolibrary.org/obo/DOID_0111011,RCD2
http://purl.obolibrary.org/obo/DOID_0111011,Distrofia del cono de retina 2
http://purl.obolibrary.org/obo/DOID_0111011,CORD7
http://purl.obolibrary.org/obo/DOID_0111012,CORD3
http://purl.obolibrary.org/obo/DOID_0111013,CORD8
http://purl.obolibrary.org/obo/DOID_0111014,NFRCD
http://purl.obolibrary.org/obo/DOID_0111015,CORD13
http://purl.obolibrary.org/obo/DOID_0111016,CORD10
http://purl.obolibrary.org/obo/DOID_0111017,CORD11
http://purl.obolibrary.org/obo/DOID_0111018,CORD12
http://purl.obolibrary.org/obo/DOID_0111019,CORD9
http://purl.obolibrary.org/obo/DOID_0111020,CORD15
http://purl.obolibrary.org/obo/DOID_0111021,CORD16
http://purl.obolibrary.org/obo/DOID_0111022,Distrofia de retina con afectación macular temprana
http://purl.obolibrary.org/obo/DOID_0111022,CORD17
http://purl.obolibrary.org/obo/DOID_0111023,CORD18
http://purl.obolibrary.org/obo/DOID_0111024,CORD19
http://purl.obolibrary.org/obo/DOID_0111025,CORD20
http://purl.obolibrary.org/obo/DOID_0111026,HFE2A
http://purl.obolibrary.org/obo/DOID_0111027,HFE2
http://purl.obolibrary.org/obo/DOID_0111034,JHH
http://purl.obolibrary.org/obo/DOID_0111034,Hemocromatosis juvenil
http://purl.obolibrary.org/obo/DOID_0111034,HFE4
http://purl.obolibrary.org/obo/DOID_0111028,Hemocromatosis hereditaria autosómica dominante
http://purl.obolibrary.org/obo/DOID_0111028,Enfermedad de ferroportina
http://purl.obolibrary.org/obo/DOID_0111028,Hemocromatosis por defecto de ferroportina
http://purl.obolibrary.org/obo/DOID_0111028,Hemocromatosis
http://purl.obolibrary.org/obo/DOID_2352,Diabetes de bronce
http://purl.obolibrary.org/obo/DOID_2352,Trastorno de almacenamiento de hierro
http://purl.obolibrary.org/obo/DOID_2352,HFE1
http://purl.obolibrary.org/obo/DOID_0111029,Forma sintomática de hemocromatosis hereditaria relacionada con HFE
http://purl.obolibrary.org/obo/DOID_0111029,Forma sintomática de hemocromatosis clásica
http://purl.obolibrary.org/obo/DOID_0111029,Fforma sintomática de hemocromatosis tipo 1
http://purl.obolibrary.org/obo/DOID_0111029,HFE3
http://purl.obolibrary.org/obo/DOID_0111030,Hemocromatosis relacionada con TFR2
http://purl.obolibrary.org/obo/DOID_0111030,Hemocromatosis por defecto en el receptor 2 de transferrina
http://purl.obolibrary.org/obo/DOID_0111030,Sobrecarga de hierro asociada a FTH1
http://purl.obolibrary.org/obo/DOID_0111031,Sobrecarga de hierro relacionada con FTH1
http://purl.obolibrary.org/obo/DOID_0111031,HFE5
http://purl.obolibrary.org/obo/DOID_0111031,HFE2B
http://purl.obolibrary.org/obo/DOID_0111032,Siderosis bantu
http://purl.obolibrary.org/obo/DOID_0111033,Sobrecarga de hierro africana
http://purl.obolibrary.org/obo/DOID_0111033,Anquilosis articular de tobillo y/o pie
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular del antebrazo
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular de la mano
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular de la parte inferior de la pierna
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular de la parte superior del brazo
http://purl.obolibrary.org/obo/DOID_381,Anquilosis de múltiples articulaciones
http://purl.obolibrary.org/obo/DOID_381,Artropatía infecciosa
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular del tobillo y del pie
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular del tobillo y/o pie
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular del antebrazo
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular de la mano
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular de la parte inferior de la pierna
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular de la región pélvica y del muslo
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular de la región del hombro
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular de la parte superior del brazo
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular del tobillo y del pie
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular del antebrazo
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular de la mano
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular de múltiples sitios
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular de la región pélvica y del muslo
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articularn de la región del hombro
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular de la parte inferior de la pierna
http://purl.obolibrary.org/obo/DOID_381,Anquilosis articular de la parte superior del brazo
http://purl.obolibrary.org/obo/DOID_381,Cirrosis
http://purl.obolibrary.org/obo/DOID_5082,Cirrosis del hígado
http://purl.obolibrary.org/obo/DOID_5082,Arteriopatía cerebral autosómica dominante con infartos subcorticales y leucoencefalopatía tipo 1
http://purl.obolibrary.org/obo/DOID_0111035,Arteriopatía cerebral autosómica dominante con infartos subcorticales y leucoencefalopatía
http://purl.obolibrary.org/obo/DOID_13945,Demencia hereditaria por infarto múltiple
http://purl.obolibrary.org/obo/DOID_13945,Arteriopatía cerebral autosómica dominante con infartos subcorticales y leucoencefalopatía tipo 2
http://purl.obolibrary.org/obo/DOID_0111036,Deficiencia de GNMT
http://purl.obolibrary.org/obo/DOID_0111037,Hipermetioninemia por deficiencia de GNMT
http://purl.obolibrary.org/obo/DOID_0111037,Hipermetioninemia por deficiencia de glicina N-metiltransferasa
http://purl.obolibrary.org/obo/DOID_0111037,Hipermetioninemia ADK
http://purl.obolibrary.org/obo/DOID_0111038,MRT8
http://purl.obolibrary.org/obo/DOID_0111038,Discapacidad intelectual autosómica recesiva 8
http://purl.obolibrary.org/obo/DOID_0111038,Encefalopatía por hipermetioninemia por deficiencia de ADK
http://purl.obolibrary.org/obo/DOID_0111038,Encefalopatía por hipermetioninemia por deficiencia de adenosina quinasa
http://purl.obolibrary.org/obo/DOID_0111038,Hipermetioninemia por deficiencia de S-adenosilhomocisteína hidrolasa
http://purl.obolibrary.org/obo/DOID_0111039,Discapacidad psicomotora por deficiencia de S-adenosilhomocisteína hidrolasa
http://purl.obolibrary.org/obo/DOID_0111039,GSD IXd
http://purl.obolibrary.org/obo/DOID_0111040,GSD por deficiencia de fosforilasa quinasa muscular
http://purl.obolibrary.org/obo/DOID_0111040,GSD tipo 9D
http://purl.obolibrary.org/obo/DOID_0111040,GSD tipo 9E
http://purl.obolibrary.org/obo/DOID_0111040,GSD tipo IXd
http://purl.obolibrary.org/obo/DOID_0111040,GSD tipo IXe
http://purl.obolibrary.org/obo/DOID_0111040,GSD9D
http://purl.obolibrary.org/obo/DOID_0111040,Glucogenosis muscular ligada al cromosoma X
http://purl.obolibrary.org/obo/DOID_0111040,Enfermedad por almacenamiento de glucógeno por deficiencia de fosforilasa quinasa muscular
http://purl.obolibrary.org/obo/DOID_0111040,Enfermedad por almacenamiento de glucógeno tipo 9D
http://purl.obolibrary.org/obo/DOID_0111040,Enfermedad por almacenamiento de glucógeno tipo 9E
http://purl.obolibrary.org/obo/DOID_0111040,Enfermedad por almacenamiento de glucógeno tipo Ixd
http://purl.obolibrary.org/obo/DOID_0111040,Enfermedad por almacenamiento de glucógeno tipo Ixe
http://purl.obolibrary.org/obo/DOID_0111040,Glucogenosis por deficiencia de fosforilasa quinasa muscular
http://purl.obolibrary.org/obo/DOID_0111040,Glucogenosis tipo 9D
http://purl.obolibrary.org/obo/DOID_0111040,Glucogenosis tipo 9E
http://purl.obolibrary.org/obo/DOID_0111040,Glucogenosis tipo IXd
http://purl.obolibrary.org/obo/DOID_0111040,Glucogenosis tipo IXe
http://purl.obolibrary.org/obo/DOID_0111040,Deficiencia de fosforilasa quinasa muscular
http://purl.obolibrary.org/obo/DOID_0111040,GSD IXb
http://purl.obolibrary.org/obo/DOID_0111041,GSD por deficiencia de fosforilasa quinasa hepática y muscular
http://purl.obolibrary.org/obo/DOID_0111041,GSD tipo 9B
http://purl.obolibrary.org/obo/DOID_0111041,GSD tipo IXb
http://purl.obolibrary.org/obo/DOID_0111041,GSD9B
http://purl.obolibrary.org/obo/DOID_0111041,Enfermedad por almacenamiento de glucógeno tipo 9B
http://purl.obolibrary.org/obo/DOID_0111041,Enfermedad por almacenamiento de glucógeno tipo Ixb
http://purl.obolibrary.org/obo/DOID_0111041,Glucogenosis por deficiencia de fosforilasa quinasa hepática y muscular
http://purl.obolibrary.org/obo/DOID_0111041,Glucogenosis tipo 9B
http://purl.obolibrary.org/obo/DOID_0111041,Glucogenosis tipo IXb
http://purl.obolibrary.org/obo/DOID_0111041,GSD tipo 9A
http://purl.obolibrary.org/obo/DOID_0111042,GSD tipo IXa
http://purl.obolibrary.org/obo/DOID_0111042,GSD9A
http://purl.obolibrary.org/obo/DOID_0111042,Enfermedad por almacenamiento de glucógeno tipo 9A
http://purl.obolibrary.org/obo/DOID_0111042,Enfermedad por almacenamiento de glucógeno tipo Ixa
http://purl.obolibrary.org/obo/DOID_0111042,Glucogenosis tipo 9A
http://purl.obolibrary.org/obo/DOID_0111042,Glucogenosis tipo IXa
http://purl.obolibrary.org/obo/DOID_0111042,GSD tipo 9C
http://purl.obolibrary.org/obo/DOID_0111043,GSD tipo IXc
http://purl.obolibrary.org/obo/DOID_0111043,GSD9C
http://purl.obolibrary.org/obo/DOID_0111043,Enfermedad por almacenamiento de glucógeno tipo 9C
http://purl.obolibrary.org/obo/DOID_0111043,Enfermedad por almacenamiento de glucógeno tipo Ixc
http://purl.obolibrary.org/obo/DOID_0111043,Glucogenosis tipo 9C
http://purl.obolibrary.org/obo/DOID_0111043,Glucogenosis tipo IXc
http://purl.obolibrary.org/obo/DOID_0111043,BDPLT4
http://purl.obolibrary.org/obo/DOID_0111044,GPS
http://purl.obolibrary.org/obo/DOID_0111044,Deficiencia de gránulos alfa de plaquetas
http://purl.obolibrary.org/obo/DOID_0111044,Trastorno hemorrágico de tipo plaquetario 4
http://purl.obolibrary.org/obo/DOID_0111044,BDPLT9
http://purl.obolibrary.org/obo/DOID_0111045,Deficiencia de GP Ia
http://purl.obolibrary.org/obo/DOID_0111045,Deficiencia del receptor de plaquetas de colágeno
http://purl.obolibrary.org/obo/DOID_0111045,Deficiencia de glicoproteína Ia
http://purl.obolibrary.org/obo/DOID_0111045,BDPLT10
http://purl.obolibrary.org/obo/DOID_0111046,Deficiencia de CD36
http://purl.obolibrary.org/obo/DOID_0111046,Deficiencia de glicoproteína IV plaquetaria
http://purl.obolibrary.org/obo/DOID_0111046,BDPLT14
http://purl.obolibrary.org/obo/DOID_0111047,Deficiencia de tromboxano sintetasa
http://purl.obolibrary.org/obo/DOID_0111047,BDPLT19
http://purl.obolibrary.org/obo/DOID_0111048,Macrotrombocitopenia autosómica recesiva grave
http://purl.obolibrary.org/obo/DOID_0111048,BDPLT17
http://purl.obolibrary.org/obo/DOID_0111049,Trombastenia-trombocitopenia hereditaria
http://purl.obolibrary.org/obo/DOID_0111049,BDPLT5
http://purl.obolibrary.org/obo/DOID_0111050,Factor V Quebec
http://purl.obolibrary.org/obo/DOID_0111050,Trastorno hemorrágico de tipo plaquetario 5
http://purl.obolibrary.org/obo/DOID_0111050,BDPLT18
http://purl.obolibrary.org/obo/DOID_0111051,Trastorno hemorrágico por deficiencia de CalDAG-GEFI
http://purl.obolibrary.org/obo/DOID_0111051,Trastorno hemorrágico por deficiencia del factor de intercambio de guanina 1 regulado por calcio y DAG
http://purl.obolibrary.org/obo/DOID_0111051,BDPLT7
http://purl.obolibrary.org/obo/DOID_0111052,SCTS
http://purl.obolibrary.org/obo/DOID_0111052,Anormalidad en el sangrado por deficiencia en la unión plaquetaria del factor X
http://purl.obolibrary.org/obo/DOID_0111052,Inhibidor familiar del consumo de protrombina
http://purl.obolibrary.org/obo/DOID_0111052,Defecto familiar de conversión de protrombina
http://purl.obolibrary.org/obo/DOID_0111052,Trastorno hemorrágico de tipo plaquetario 7
http://purl.obolibrary.org/obo/DOID_0111052,Deficiencia en el consumo de protrombina
http://purl.obolibrary.org/obo/DOID_0111052,Enfermedad de las proteínas de la coagulación
http://purl.obolibrary.org/obo/DOID_1247,Defecto de coagulación posparto
http://purl.obolibrary.org/obo/DOID_1247,Defecto de coagulación posparto con el parto
http://purl.obolibrary.org/obo/DOID_1247,Enfermedad hereditaria de la coagulación sanguínea
http://purl.obolibrary.org/obo/DOID_1247,BDPLT15
http://purl.obolibrary.org/obo/DOID_0111053,Macrotrombocitopenia autosómica dominante relacionada con ACTN1
http://purl.obolibrary.org/obo/DOID_0111053,VWD tipo 3
http://purl.obolibrary.org/obo/DOID_0111054,VWD3
http://purl.obolibrary.org/obo/DOID_0111054,Enfermedad de von Willebrand tipo 3
http://purl.obolibrary.org/obo/DOID_0111054,Enfermedad de von Willebrand tipo III
http://purl.obolibrary.org/obo/DOID_0111054,BDPLT20
http://purl.obolibrary.org/obo/DOID_0111055,Trombocitopenia autosómica dominante con defecto de secreción plaquetaria
http://purl.obolibrary.org/obo/DOID_0111055,BDPLT3
http://purl.obolibrary.org/obo/DOID_0111056,PT-VWD
http://purl.obolibrary.org/obo/DOID_0111056,Enfermedad de von Willebrand tipo plaquetaria
http://purl.obolibrary.org/obo/DOID_0111056,Enfermedad pseudo-von Willebrand
http://purl.obolibrary.org/obo/DOID_0111056,Enfermedad de von Willebrand tipo plaquetaria
http://purl.obolibrary.org/obo/DOID_0111056,BDPLT11
http://purl.obolibrary.org/obo/DOID_0111057,Deficiencia de GP VI
http://purl.obolibrary.org/obo/DOID_0111057,Deficiencia de glicoproteína VI
http://purl.obolibrary.org/obo/DOID_0111057,BDPLT12
http://purl.obolibrary.org/obo/DOID_0111058,Deficiencia de PGHS1
http://purl.obolibrary.org/obo/DOID_0111058,Deficiencia de COX1 plaquetaria
http://purl.obolibrary.org/obo/DOID_0111058,Deficiencia de ciclooxigenasa 1 plaquetaria
http://purl.obolibrary.org/obo/DOID_0111058,Deficiencia de prostaglandina-endoperóxido sintasa 1 plaquetaria
http://purl.obolibrary.org/obo/DOID_0111058,BSSA2
http://purl.obolibrary.org/obo/DOID_0111059,Trombopatía de Bernard-Soulier
http://purl.obolibrary.org/obo/DOID_2217,Síndrome de Bernard Soulier
http://purl.obolibrary.org/obo/DOID_2217,Síndrome de plaquetas gigantes
http://purl.obolibrary.org/obo/DOID_2217,Trombocitopenia distrófica hemorrágica
http://purl.obolibrary.org/obo/DOID_2217,"Trombopatía, Bernard-Soulier"
http://purl.obolibrary.org/obo/DOID_2217,Síndrome de Ambras
http://purl.obolibrary.org/obo/DOID_0111060,HTC1
http://purl.obolibrary.org/obo/DOID_0111060,FHBL2
http://purl.obolibrary.org/obo/DOID_0111061,Hipolipidemia familiar combinada
http://purl.obolibrary.org/obo/DOID_0111061,Hipo-beta-lipoproteinemia
http://purl.obolibrary.org/obo/DOID_1390,FHBL1
http://purl.obolibrary.org/obo/DOID_0111062,HFTC
http://purl.obolibrary.org/obo/DOID_0111063,HHS
http://purl.obolibrary.org/obo/DOID_0111063,PHPTC
http://purl.obolibrary.org/obo/DOID_0111063,Hiperostosis cortical con hiperfosfatemia
http://purl.obolibrary.org/obo/DOID_0111063,Enfermedad de Teutschlaender familiar
http://purl.obolibrary.org/obo/DOID_0111063,Síndrome de calcinosis/hiperostosis hiperfosfatémica tumoral familiar
http://purl.obolibrary.org/obo/DOID_0111063,Calcinosis tumoral hipercalcémica
http://purl.obolibrary.org/obo/DOID_0111063,Hiperostosis con hiperfosfatemia
http://purl.obolibrary.org/obo/DOID_0111063,Hiperostosis por hiperfosfatemia
http://purl.obolibrary.org/obo/DOID_0111063,Síndrome de hiperostosis hiperfosfatemia
http://purl.obolibrary.org/obo/DOID_0111063,Calcinosis tumoral por hiperfosfatemia
http://purl.obolibrary.org/obo/DOID_0111063,Lipocalcinogranulomatosis
